cell,SEMA3F,HEBP1,DCN,GRN,ICAM3,CEACAM1,EFNB1,SEMA4G,VCL,EFNA2,MIF,LGALS1,GZMB,TIMP1,MMP2,CCL22,PLAT,TGFB1,COMP,HGF,LAMB1,PDAP1,SERPINE1,C5,CCL2,COL1A1,EFNB3,VTN,KITLG,SELPLG,GNB3,LAMA4,HBEGF,LTF,TFPI,CD160,FGF23,TGFB3,TNFSF10,INHBA,INHA,PI3,LYPD3,EFNB2,PSPN,TNFSF9,C3,LIF,LMAN1,APOE,LAMA5,JAG1,CRP,FST,SEMA6A,GDF11,LAMC1,IL1RN,CCL21,TGS1,MMP7,THBS1,ADAM10,COL8A1,LYZ,VWF,CDH1,SEMA7A,TIMP2,LGALS3BP,FARP2,LAMC2,NID1,FGF2,WNT5A,ICAM1,BST1,VCAN,TNC,SEMA3C,TIMP3,LUM,FGF7,HDC,CGN,LEFTY1,CALM2,LRIG1,SFRP2,LIN7C,IL18,QDPR,APP,WNT7A,SST,WNT4,ACE,CALM3,TFF2,TFF1,S100B,SCGB3A1,TNFSF12,FGF19,VCAM1,ARPC5,COL6A3,IHH,CXCL5,LIPH,MELTF,IL15,SHH,COL1A2,COL14A1,ARF6,JAM3,HSP90B1,COL6A2,ANGPTL4,FADD,IL16,CD14,COL3A1,NLGN2,BMP1,FGB,FGA,CXCL8,SEMA4C,HAS2,NPTX1,RGMB,CCL19,CLCF1,EFEMP2,ADAM17,GNAI2,ANGPT2,AGTRAP,PKM,FGF8,MMP1,LAMA3,MTMR4,FBN1,PSEN1,BGN,CSF1,JAG2,EFNA5,CTHRC1,FBLN1,COL4A5,SLIT3,COL7A1,HSP90AA1,FGG,CXCL14,RTN4,WNT7B,PTN,SLPI,HMGB1,FN1,COL18A1,ADAM15,CALM1,LAMC3,COL6A1,TGM2,THBS2,C4BPA,PTGS2,SEMA4A,EFNA1,EFNA3,ADAM12,S100A8,S100A9,WNT2B,COL11A1,RBP4,COL5A1,CEL,SFTPD,MMP9,SPTAN1,COL9A2,PLAU,ANGPTL2,COL16A1,HSPG2,COL5A2,F10,COL4A1,HLA-C,HLA-E,ANXA1,ACTR2,AGRN,ZG16B,LAMA1,LAMB3,AFDN,SPP1,LGALS9,ADM2,CXCL12,HLA-A,TCTN1,POMC,SAA1,MDK,PTPN6,C4A,HLA-B,LAMA2,LRPAP1,HSPA8,S100A10,LGALS8,CALR,RELN,LAMB2,ADAM9,HLA-G,TNF,LTB,CD99,C1QB,TNFSF14,BMP2,ADM,CD55,GPC3,PDGFB,A2M,SERPINA1,SERPINE2,PSAP,F12,COL4A2,C1QA,GSTP1,CCL5,AGT,MFNG,PDGFC,PDGFD,PDGFA,B2M,MFGE8,AZGP1,VEGFA,CP,IGFBP4,CKLF,DKK1,DSC2,ARF1,HRAS,HSPA1A,CD34,SERPING1,CD24,GAS6,PROS1,SLIT2,VEGFB,SEMA3B,PGF,AREG,TGFA,INS,S100A4,SEMA4D,SYK,EFNA4,MFAP2,SPINT1,CXCL3,CXCL2,CXCL1,PPY,CXCL16,CCL20,CCL28,SORBS1,FYN,GPI,GNAS,TLN1,LTBP3,LTBP1,MST1,NUCB2,FAT4,CD6,RARRES2,C4B,EDN1,SEMA5A,SEMA4B,PDX1,CD86,PTMA,APOD,NTN4,FAM3C,MMP12,RGMA,ICAM2,TNFSF13B,ADA,CD58,CD59,ALOX5AP,PLTP,SPTBN2,NCAM1,APOC1,NPNT,SPON2,VIM,CXCL17
C11x11,0.0,0.0,66.666664,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,146.66666,53.333332,0.0,13.333333,0.0,13.333333,0.0,53.333332,0.0,13.333333,0.0,0.0,213.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.66666,0.0,0.0,13.333333,0.0,0.0,13.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.666666,0.0,13.333333,0.0,53.333332,0.0,0.0,93.33333,66.666664,0.0,0.0,0.0,0.0,0.0,13.333333,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.666666,0.0,0.0,80.0,0.0,0.0,0.0,13.333333,13.333333,13.333333,66.666664,0.0,26.666666,0.0,0.0,0.0,40.0,213.33333,0.0,0.0,26.666666,0.0,0.0,0.0,93.33333,0.0,0.0,0.0,66.666664,106.666664,0.0,0.0,13.333333,93.33333,186.66666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,13.333333,0.0,13.333333,66.666664,0.0,66.666664,0.0,0.0,26.666666,0.0,253.33333,0.0,13.333333,0.0,0.0,213.33333,0.0,13.333333,0.0,26.666666,0.0,0.0,0.0,13.333333,0.0,0.0,0.0,40.0,66.666664,13.333333,13.333333,0.0,26.666666,226.66666,13.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333333,13.333333,0.0,0.0,93.33333,0.0,13.333333,0.0,26.666666,13.333333,0.0,0.0,0.0,40.0,119.99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.333332,0.0,0.0,13.333333,160.0,0.0,0.0,0.0,0.0,0.0,53.333332,26.666666,0.0,0.0,0.0,26.666666,0.0,53.333332,0.0,0.0,0.0,0.0,0.0,0.0,13.333333,26.666666,0.0,0.0,0.0,0.0,0.0,13.333333,106.666664,466.66666,0.0,160.0,0.0,93.33333,53.333332,93.33333,13.333333,66.666664,0.0,0.0,0.0,0.0,80.0,13.333333,0.0,0.0,0.0,253.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.333332,0.0,40.0,0.0,0.0,53.333332,0.0,0.0,0.0,13.333333,0.0,0.0,0.0,26.666666,0.0,13.333333,13.333333,0.0,0.0,13.333333,13.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333333,0.0,26.666666,0.0,0.0,0.0,0.0,40.0,66.666664,0.0,0.0,0.0,0.0,0.0,40.0,26.666666,0.0,0.0,0.0,0.0,0.0,13.333333,13.333333,0.0,53.333332,0.0,0.0,0.0,0.0,0.0,0.0,93.33333,0.0,0.0
C9x10,0.0,0.0,0.0,107.52688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.52688,0.0,107.52688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.52688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.52688,0.0,0.0,0.0,0.0,107.52688,107.52688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.52688,0.0,0.0,0.0,0.0,0.0,0.0,322.58066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.05376,0.0,0.0,0.0,0.0,215.05376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.05376,0.0,0.0,0.0,0.0,107.52688,215.05376,0.0,0.0,0.0,107.52688,0.0,0.0,0.0,0.0,0.0,0.0,107.52688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.52688,0.0,107.52688,0.0,0.0,0.0,0.0,322.58066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.52688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.52688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.52688,215.05376,215.05376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645.1613,0.0,0.0,0.0,107.52688,0.0,0.0,107.52688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.58066,0.0,215.05376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.52688,0.0,107.52688,0.0,0.0,0.0,0.0,107.52688,0.0,0.0,0.0,107.52688,0.0,0.0,0.0,322.58066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.52688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.52688,0.0,0.0,0.0,0.0,0.0,107.52688,0.0,215.05376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10x14,0.0,0.0,34.246574,68.49315,0.0,0.0,34.246574,0.0,0.0,0.0,0.0,0.0,0.0,273.9726,0.0,0.0,34.246574,0.0,34.246574,0.0,34.246574,0.0,0.0,0.0,0.0,136.9863,0.0,0.0,34.246574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.9863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.246574,0.0,0.0,0.0,0.0,34.246574,0.0,0.0,0.0,34.246574,0.0,0.0,0.0,34.246574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.73972,0.0,0.0,0.0,0.0,0.0,68.49315,239.72603,0.0,205.47945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.49315,34.246574,34.246574,0.0,0.0,34.246574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.23288,0.0,0.0,34.246574,0.0,68.49315,0.0,0.0,0.0,0.0,34.246574,34.246574,0.0,0.0,0.0,68.49315,0.0,0.0,0.0,68.49315,0.0,0.0,0.0,0.0,0.0,136.9863,34.246574,0.0,0.0,0.0,0.0,0.0,34.246574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.73972,0.0,0.0,34.246574,0.0,0.0,0.0,0.0,102.73972,0.0,0.0,0.0,34.246574,136.9863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.246574,0.0,0.0,0.0,34.246574,0.0,0.0,0.0,0.0,0.0,34.246574,34.246574,0.0,0.0,0.0,34.246574,0.0,102.73972,0.0,34.246574,0.0,0.0,0.0,0.0,102.73972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.9863,479.45206,0.0,205.47945,0.0,0.0,34.246574,205.47945,0.0,0.0,0.0,0.0,0.0,0.0,34.246574,0.0,0.0,0.0,0.0,68.49315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.49315,34.246574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.246574,0.0,0.0,0.0,34.246574,0.0,0.0,0.0,0.0,0.0,34.246574,0.0,34.246574,0.0,0.0,0.0,0.0,0.0,0.0,34.246574,34.246574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.246574,0.0,0.0,34.246574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.246574,0.0
C11x13,0.0,0.0,0.0,0.0,0.0,0.0,175.43858,0.0,58.47953,0.0,0.0,0.0,0.0,116.95906,58.47953,0.0,116.95906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.95906,0.0,58.47953,0.0,0.0,0.0,0.0,116.95906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.47953,0.0,0.0,116.95906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.47953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.95906,0.0,0.0,0.0,0.0,0.0,175.43858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.47953,0.0,0.0,0.0,0.0,0.0,58.47953,0.0,0.0,175.43858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.47953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.95906,0.0,58.47953,116.95906,0.0,58.47953,0.0,0.0,0.0,0.0,116.95906,0.0,0.0,0.0,0.0,58.47953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.47953,58.47953,0.0,0.0,58.47953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.95906,0.0,0.0,0.0,58.47953,116.95906,0.0,0.0,0.0,0.0,116.95906,0.0,0.0,0.0,116.95906,0.0,0.0,0.0,58.47953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.43858,0.0,0.0,58.47953,0.0,58.47953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.7953,0.0,58.47953,0.0,0.0,58.47953,116.95906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.91812,0.0,0.0,0.0,0.0,0.0,292.39764,0.0,233.91812,116.95906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.47953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.47953,0.0,0.0,0.0,0.0,0.0,58.47953,175.43858,0.0,0.0,0.0,0.0,0.0,0.0,58.47953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.47953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C11x14,0.0,0.0,0.0,187.79344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.89672,0.0,0.0,93.89672,46.94836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.89672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.94836,0.0,0.0,46.94836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.89672,0.0,0.0,0.0,0.0,0.0,140.84508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.89672,0.0,46.94836,46.94836,187.79344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.84508,0.0,0.0,93.89672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.79344,0.0,0.0,0.0,46.94836,46.94836,0.0,46.94836,0.0,46.94836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.94836,0.0,0.0,0.0,0.0,46.94836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.94836,0.0,0.0,46.94836,0.0,93.89672,0.0,0.0,0.0,0.0,140.84508,0.0,0.0,0.0,0.0,46.94836,0.0,0.0,0.0,46.94836,0.0,0.0,0.0,0.0,0.0,0.0,46.94836,46.94836,46.94836,46.94836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.84508,93.89672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.58688,0.0,0.0,0.0,46.94836,140.84508,0.0,0.0,46.94836,0.0,0.0,0.0,0.0,0.0,46.94836,0.0,0.0,375.58688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.94836,0.0,93.89672,0.0,46.94836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.58688,0.0,0.0,0.0,140.84508,0.0,93.89672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.84508,0.0,0.0,0.0,0.0,46.94836,0.0,0.0,46.94836,140.84508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.94836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.94836,0.0,0.0,0.0,0.0,0.0,0.0,46.94836,0.0,0.0,0.0,0.0,0.0,0.0,46.94836,0.0,0.0,0.0,0.0,0.0,46.94836,0.0,0.0,0.0,46.94836,0.0,0.0,0.0,0.0,0.0,0.0,46.94836,0.0,46.94836
C9x13,0.0,0.0,0.0,86.05852,0.0,17.211704,17.211704,0.0,0.0,0.0,0.0,0.0,0.0,34.42341,0.0,0.0,172.11703,17.211704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.211704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.211704,0.0,0.0,0.0,0.0,0.0,103.270226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.635113,0.0,0.0,0.0,172.11703,0.0,17.211704,0.0,0.0,154.90533,17.211704,0.0,0.0,0.0,0.0,34.42341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.211704,0.0,17.211704,0.0,0.0,0.0,0.0,0.0,172.11703,189.32875,0.0,68.84682,0.0,51.635113,0.0,0.0,17.211704,0.0,17.211704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.84682,0.0,0.0,0.0,0.0,86.05852,0.0,0.0,0.0,0.0,0.0,0.0,17.211704,17.211704,0.0,0.0,0.0,0.0,0.0,0.0,17.211704,0.0,0.0,51.635113,0.0,361.44577,0.0,0.0,17.211704,0.0,17.211704,17.211704,0.0,0.0,0.0,17.211704,0.0,0.0,0.0,0.0,0.0,0.0,17.211704,17.211704,0.0,17.211704,0.0,0.0,0.0,0.0,17.211704,0.0,0.0,51.635113,0.0,0.0,0.0,0.0,17.211704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.211704,0.0,0.0,0.0,0.0,17.211704,0.0,0.0,0.0,120.481926,34.42341,0.0,0.0,0.0,103.270226,0.0,34.42341,17.211704,86.05852,17.211704,0.0,0.0,206.54045,0.0,0.0,0.0,0.0,0.0,0.0,103.270226,0.0,0.0,0.0,17.211704,17.211704,17.211704,0.0,0.0,0.0,0.0,0.0,0.0,34.42341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,808.9501,0.0,68.84682,0.0,0.0,0.0,103.270226,0.0,103.270226,0.0,0.0,0.0,0.0,51.635113,0.0,0.0,0.0,0.0,68.84682,0.0,0.0,0.0,0.0,0.0,17.211704,0.0,51.635113,120.481926,17.211704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.42341,0.0,0.0,0.0,0.0,51.635113,0.0,0.0,0.0,17.211704,0.0,0.0,34.42341,0.0,0.0,17.211704,34.42341,17.211704,17.211704,0.0,0.0,0.0,0.0,0.0,51.635113,0.0,0.0,0.0,0.0,0.0,0.0,17.211704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.42341,0.0,51.635113,0.0,0.0,0.0,34.42341,0.0,0.0,17.211704
C10x15,0.0,0.0,0.0,522.8758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.71895,0.0,261.4379,261.4379,0.0,0.0,0.0,0.0,65.359474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.359474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.07843,0.0,0.0,0.0,0.0,0.0,65.359474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.359474,0.0,130.71895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.71895,0.0,0.0,0.0,0.0,65.359474,0.0,65.359474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.71895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.359474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.359474,0.0,0.0,0.0,0.0,130.71895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.359474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.359474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.359474,326.7974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.359474,261.4379,0.0,0.0,0.0,130.71895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.07843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.8758,0.0,196.07843,0.0,0.0,65.359474,65.359474,0.0,0.0,0.0,0.0,65.359474,0.0,130.71895,0.0,0.0,0.0,0.0,65.359474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.7974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.359474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.359474,65.359474,65.359474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.7974,65.359474,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C11x14,0.0,0.0,0.0,187.79344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.89672,0.0,0.0,93.89672,46.94836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.89672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.94836,0.0,0.0,46.94836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.89672,0.0,0.0,0.0,0.0,0.0,140.84508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.89672,0.0,46.94836,46.94836,187.79344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.84508,0.0,0.0,93.89672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.79344,0.0,0.0,0.0,46.94836,46.94836,0.0,46.94836,0.0,46.94836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.94836,0.0,0.0,0.0,0.0,46.94836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.94836,0.0,0.0,46.94836,0.0,93.89672,0.0,0.0,0.0,0.0,140.84508,0.0,0.0,0.0,0.0,46.94836,0.0,0.0,0.0,46.94836,0.0,0.0,0.0,0.0,0.0,0.0,46.94836,46.94836,46.94836,46.94836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.84508,93.89672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.58688,0.0,0.0,0.0,46.94836,140.84508,0.0,0.0,46.94836,0.0,0.0,0.0,0.0,0.0,46.94836,0.0,0.0,375.58688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.94836,0.0,93.89672,0.0,46.94836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.58688,0.0,0.0,0.0,140.84508,0.0,93.89672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.84508,0.0,0.0,0.0,0.0,46.94836,0.0,0.0,46.94836,140.84508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.94836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.94836,0.0,0.0,0.0,0.0,0.0,0.0,46.94836,0.0,0.0,0.0,0.0,0.0,0.0,46.94836,0.0,0.0,0.0,0.0,0.0,46.94836,0.0,0.0,0.0,46.94836,0.0,0.0,0.0,0.0,0.0,0.0,46.94836,0.0,46.94836
